,title,plot,genre
3131532,Catch a Christmas Star,"With the help of his two precocious kids, a widower reconnects with his high school sweetheart, who just happens to be one of the biggest pop stars on the planet.::Anon",romantic-comedy
12145004,Camila Makes an Old Fashioned,"Camila has liked Isaac for as long as she can remember. When he becomes single for the first time in years, she knows it is time to spill the beans. College is almost over and life will soon change forever. Will Camila muster up the courage to speak her truth?",romantic-comedy
0079522,Manhattan,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.::LVJeff,romantic-comedy
0243155,Bridget Jones's Diary,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.::Kenneth Chisholm,romantic-comedy
0027977,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.::Anonymous,romantic-comedy
0086687,The Cosby Show,The goings-on in the life of a successful African-American family.::Kenneth Chisholm,romantic-comedy
0795421,Mamma Mia!,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.::IMDb editor,romantic-comedy
0389860,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.::Anonymous,romantic-comedy
0272338,Punch-Drunk Love,"A psychologically troubled novelty supplier is nudged towards a romance with an English woman, all the while being extorted by a phone-sex line run by a crooked mattress salesman, and purchasing stunning amounts of pudding.::Brian McInnis",romantic-comedy
0108160,Sleepless in Seattle,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.::Murray Chapman <muzzle@imdb.com>,romantic-comedy
